symbol,date,total_score,avg_dominance,avg_price,weighted_rolling_price,weighted_expanding_price,next_day_price,next_day_return
CZBIL,2024-11-21,56,1.5419764230904951e-18,230.62948717948717,230.614528997119,230.7051515585588,225.99333333333334,-0.020102172982528248
CZBIL,2024-11-25,62,1.8753767307857375e-18,225.99333333333334,226.09723474871578,229.19104059844437,,
DDBL,2024-11-21,18,-8.673617379884035e-19,914.725,914.0969438135567,913.4500615574319,894.8439024390243,-0.02173450770556803
DDBL,2024-11-25,26,-2.921639538487254e-18,894.8439024390243,895.1736050532767,902.6567436559417,,
DHPL,2024-11-21,19,-9.25185853854297e-18,264.23,263.9272677012656,263.8343594106139,261.29333333333335,-0.01111405467458906
DHPL,2024-11-25,24,8.673617379884035e-19,261.29333333333335,261.3414764893686,262.3933831323915,,
DLBS,2024-11-21,28,0.0,1735.7333333333333,1737.3248709080804,1740.940753737644,1666.6677419354837,-0.03979043904469751
DLBS,2024-11-25,30,0.0,1666.6677419354837,1673.1532952330845,1693.5259651591857,,
DOLTI,2024-11-21,29,0.0,589.1704545454545,589.0581050554774,589.9317280615585,587.3595238095238,-0.003073695773369748
DOLTI,2024-11-25,32,-3.0169103930031427e-18,587.3595238095238,587.5910277682858,584.3196799604146,,
DORDI,2024-11-21,30,8.673617379884035e-19,475.32894736842104,475.35790187191964,476.1112630553282,473.9419354838709,-0.0029180042415449183
DORDI,2024-11-25,27,2.023844055306275e-18,473.9419354838709,473.89792729418343,472.33277680609314,,
EBL,2024-11-21,16,-2.6020852139652106e-18,606.9642857142857,606.985166934199,607.0906832038456,601.5159090909091,-0.008976436919949662
EBL,2024-11-25,34,-1.0250638721681133e-18,601.5159090909091,601.7648888529374,605.6519573252706,,
EBLD86,2024-11-21,1,0.0,1038.0,1038.0,1038.0,,
EDBL,2024-11-21,32,0.0,663.2974358974359,663.5254930886333,664.9398889656879,644.9943181818181,-0.027594133076745266
EDBL,2024-11-25,44,-2.10269512239613e-18,644.9943181818181,644.9744155350785,642.6727401021961,,
EHPL,2024-11-21,34,3.0839528461809902e-18,793.119512195122,792.2308083828578,791.1140000344822,782.8864864864864,-0.01290224934740732
EHPL,2024-11-25,38,-7.885106708985487e-20,782.8864864864864,783.6361124120118,788.5418910992386,,
ENL,2024-11-21,5,-1.3877787807814457e-17,1180.15,1180.0875,1180.0875,1161.0,-0.016226750836758116
ENL,2024-11-25,6,0.0,1161.0,1157.66,1168.6407037024446,,
FMDBL,2024-11-21,20,-5.046468293750712e-18,776.1818181818181,777.5381821012442,780.7361403956185,775.4599999999999,-0.0009299601780276742
FMDBL,2024-11-25,30,2.8912057932946783e-19,775.4599999999999,775.7325755682523,778.5622915146288,,
FOWAD,2024-11-21,15,0.0,1504.1277777777777,1504.0518218145596,1504.066632752214,1503.2225806451613,-0.0006018086667834661
FOWAD,2024-11-25,30,-4.956352788505163e-18,1503.2225806451613,1503.8422754523428,1502.130715880074,,
GBBD85,2024-11-21,3,0.0,1034.0,1034.0,1034.0,,
GBBL,2024-11-21,26,-1.460819769243627e-18,456.29062500000003,456.37502700707637,457.21718074780057,448.6811320754717,-0.016676855730990207
GBBL,2024-11-25,38,-5.337610695313253e-19,448.6811320754717,448.87080162603,451.84950284776284,,
GBILD86/87,2024-11-21,3,0.0,1022.0,1022.0,1022.0,,
GBIME,2024-11-21,90,2.168404344971009e-19,255.7240223463687,255.70992401763183,255.73896421165645,235.8777777777778,-0.07760805725834359
GBIME,2024-11-25,88,2.2825308894431674e-18,235.8777777777778,235.96810617449563,243.64868915158368,,
GBLBS,2024-11-21,36,-1.813574543066662e-18,840.5018518518518,839.9791201826745,838.3581302491037,814.0153846153846,-0.03151268159387203
GBLBS,2024-11-25,20,-7.434529182757744e-19,814.0153846153846,814.128431436547,832.4775647391117,,
GCIL,2024-11-21,74,3.0474871875268234e-19,480.37719298245617,480.3393600012322,480.3397482634662,482.56935483870967,0.004563417848052511
GCIL,2024-11-25,88,-1.5770213417970974e-19,482.56935483870967,482.4730498597668,482.1684757495722,,
GFCL,2024-11-21,72,0.0,970.0285714285715,969.8801851780021,969.41393642791,949.8444444444443,-0.02080776543973521
GFCL,2024-11-25,82,7.032662740446516e-19,949.8444444444443,949.8862371699088,955.260260604264,,
GHL,2024-11-21,32,-1.8924256101565167e-18,224.1840909090909,224.11317089049177,223.82633942814354,219.47623762376236,-0.02099994369019539
GHL,2024-11-25,60,6.505213034913027e-19,219.47623762376236,219.43266242676228,220.69342269165656,,
GIBF1,2024-11-25,3,0.0,9.83,9.734000000000002,9.747518292682926,,
GILB,2024-11-21,22,1.6326809185664067e-18,1341.325925925926,1338.1595007150231,1333.9301219072136,1351.2384615384615,0.007390102152609056
GILB,2024-11-25,15,9.637352644315594e-20,1351.2384615384615,1350.9828880394607,1349.1948251302576,,
GLBSL,2024-11-21,30,-3.0357660829594124e-18,2450.9583333333335,2458.762244905749,2482.742780934225,2456.0112359550562,0.002061602824088299
GLBSL,2024-11-25,40,-1.827655090761279e-18,2456.0112359550562,2456.097875002854,2419.9422364094926,,
GLH,2024-11-21,48,-2.5721761885173348e-18,254.88354430379746,254.8810192575098,255.26769260401932,251.41237113402062,-0.013618663296833049
GLH,2024-11-25,54,-6.391086490440868e-19,251.41237113402062,251.32518535830897,251.4416395541841,,
GMFBS,2024-11-21,24,0.0,1835.3942857142858,1832.731217062109,1825.070669263103,1759.55,-0.04132315672148306
GMFBS,2024-11-25,14,3.469446951953614e-18,1759.55,1768.8771703295595,1801.569734038115,,
GMFIL,2024-11-21,32,0.0,670.2878048780487,670.5063356866963,672.489859265651,674.5974358974358,0.006429523240649121
GMFIL,2024-11-25,42,-5.256737805990325e-19,674.5974358974358,674.2425128765094,663.8738436598957,,
GRDBL,2024-11-21,12,0.0,939.0285714285714,935.7413200047461,935.4510736602333,933.0522123893804,-0.0063644059627482015
GRDBL,2024-11-25,50,-3.558407130208835e-19,933.0522123893804,933.3594008108836,918.8108414420918,,
GUFL,2024-11-21,43,4.4090888347743844e-18,770.7210526315789,770.6813612498595,770.5449953064367,756.235593220339,-0.018794685005398857
GUFL,2024-11-25,36,5.656706986880893e-19,756.235593220339,756.4489033389121,758.3118556409108,,
GVL,2024-11-21,42,0.0,559.5358490566038,559.570220065201,559.042301131762,548.471875,-0.019773485604645404
GVL,2024-11-25,47,-1.8681637433596383e-18,548.471875,548.0623281878776,555.7195987269783,,
H8020,2024-11-21,3,0.0,9.98,9.98,9.98,10.183333333333332,0.020374081496325788
H8020,2024-11-25,7,9.020562075079397e-18,10.183333333333332,10.122726180939217,10.103266762233867,,
HATHY,2024-11-21,30,1.734723475976807e-18,1425.1151515151516,1424.9940210591876,1424.61185735065,1553.6767676767677,0.09021138819900419
HATHY,2024-11-25,100,-1.1102230246251566e-18,1553.6767676767677,1552.810725030928,1492.363639393226,,
HBL,2024-11-21,33,-2.3129646346357427e-18,254.37647058823532,254.4171960995669,254.2932498583119,251.2111111111111,-0.012443601681415135
HBL,2024-11-25,30,0.0,251.2111111111111,251.26806282737792,252.60488876141815,,
HDHPC,2024-11-21,74,-8.46206573647223e-19,211.4372881355932,211.4189403204922,211.4468130332716,208.94342857142857,-0.011794795450485267
HDHPC,2024-11-25,100,-4.2404351634988616e-19,208.94342857142857,208.92299320331796,210.11732073032314,,
HDL,2024-11-21,70,6.938893903907229e-19,1323.2992592592593,1323.2282878148962,1322.819793648658,1305.7645454545454,-0.013250754643760057
HDL,2024-11-25,96,6.30808536718839e-19,1305.7645454545454,1305.7357242175472,1312.6392816067807,,
HEI,2024-11-21,32,-1.982541115402065e-18,670.7288888888888,670.3660117959154,668.9946602333434,662.8594594594595,-0.01173265317744947
HEI,2024-11-25,28,0.0,662.8594594594595,663.3925778800938,662.9543134160264,,
HEIP,2024-11-21,3,0.0,503.5333333333333,505.81111111111113,505.81111111111113,490.75,-0.025387263339070508
HEIP,2024-11-25,9,2.2204460492503132e-17,490.75,489.52259324237104,501.8557489899038,,
HHL,2024-11-21,30,-1.871675329343397e-18,497.9057142857143,497.3754079383497,496.51808827319877,497.58493975903616,-0.000644247530153974
HHL,2024-11-25,84,5.905441620346577e-19,497.58493975903616,497.5868169714736,491.73355707779024,,
HIDCL,2024-11-21,74,2.1912296538654404e-18,264.7422818791946,264.7433950056133,264.5198264483072,261.4470588235294,-0.012446908866521155
HIDCL,2024-11-25,80,-8.068481283613056e-19,261.4470588235294,261.4011649814953,262.5864043419849,,
HIDCLP,2024-11-21,50,-1.5178830414797062e-18,176.93428571428572,176.90451301325774,177.01878033206754,175.007,-0.010892663943029707
HIDCLP,2024-11-25,92,1.597771622610217e-18,175.007,175.04641159686255,176.1683162507058,,
HLBSL,2024-11-21,28,9.251858538542971e-19,1033.0884615384616,1032.544876628329,1031.5006288088302,999.9476190476192,-0.03207938499428158
HLBSL,2024-11-25,36,-2.8912057932946783e-19,999.9476190476192,1000.5030795492285,1023.1509358583409,,
HLI,2024-11-21,58,5.782411586589357e-19,476.69354838709677,476.39164638755085,475.8513165848492,471.5654135338346,-0.010757718183124832
HLI,2024-11-25,68,5.656706986880893e-19,471.5654135338346,471.5407063211909,473.9461638589168,,
HPPL,2024-11-21,28,6.60847038467355e-19,396.2485714285714,395.8743859970841,395.1331399166327,392.4329896907216,-0.009629263076188931
HPPL,2024-11-25,50,0.0,392.4329896907216,392.2873342096894,396.7436531187578,,
HRL,2024-11-21,130,-3.854941057726238e-19,854.2257575757576,854.2172813544904,853.7434839999485,855.3772727272727,0.0013480220437078127
HRL,2024-11-25,178,8.340016711426958e-21,855.3772727272727,855.3956771884376,850.1539471075228,,
HURJA,2024-11-21,166,-5.084534326138917e-19,250.34419191919193,250.30478399248526,250.31613664624666,239.47260869565216,-0.04342654463119715
HURJA,2024-11-25,130,-3.717264591378872e-19,239.47260869565216,239.5481965722385,244.6324261020071,,
ICFC,2024-11-21,68,-8.673617379884035e-19,759.5971428571428,759.6157886364198,758.3351009260392,767.6416666666667,0.010590513517817165
ICFC,2024-11-25,64,1.0956148269327202e-18,767.6416666666667,766.991879912415,759.3958760103885,,
IGI,2024-11-21,28,2.921639538487254e-18,613.453125,613.5581557763469,614.0499288674621,615.6675,0.003609689004355497
IGI,2024-11-25,44,6.360652745248292e-19,615.6675,615.4910195413242,610.4831029423874,,
IHL,2024-11-21,34,1.3010426069826053e-18,621.7417475728156,621.5830124863052,621.814951844666,610.9433333333333,-0.01736800573813433
IHL,2024-11-25,32,-8.163404592832033e-19,610.9433333333333,610.8221610095408,610.3624276156726,,
ILBS,2024-11-21,28,0.0,1073.8,1072.2183838230048,1067.992482077131,1031.2857142857142,-0.03959236889018973
ILBS,2024-11-25,11,5.551115123125783e-18,1031.2857142857142,1046.805375401312,1063.1749453048085,,
ILI,2024-11-21,74,-6.613633252161577e-19,490.79297297297296,490.9514767768789,490.167679192749,488.175,-0.005334169633918367
ILI,2024-11-25,112,-1.2335811384723962e-18,488.175,488.20281422078955,489.3379933543227,,
JBBL,2024-11-21,56,-3.854941057726238e-19,383.3648936170213,383.30464233427637,383.10164994349236,380.4934131736527,-0.007490201870798355
JBBL,2024-11-25,72,7.096596038086939e-19,380.4934131736527,380.6499926040491,379.29672025439123,,
JBLB,2024-11-21,33,1.1039149392579681e-18,1661.4380952380952,1660.8125440053038,1656.8256475442765,1647.2462686567164,-0.008541893087713874
JBLB,2024-11-25,50,-4.625929269271486e-19,1647.2462686567164,1647.881769277727,1662.5721586356046,,
JFL,2024-11-21,27,8.425799740458777e-18,965.1,965.1,965.1,990.9775910364145,0.02681337792603307
JFL,2024-11-25,132,1.3010426069826053e-19,990.9775910364145,990.925372963828,938.9171072103485,,
JOSHI,2024-11-21,22,1.734723475976807e-18,333.53793103448277,333.17203716598544,332.9044827023777,330.7723404255319,-0.008291682449349141
JOSHI,2024-11-25,32,1.32169407693471e-18,330.7723404255319,330.17772733016625,331.7302232816914,,
JSLBB,2024-11-21,24,5.046468293750712e-18,1676.7941176470588,1678.0355137766412,1678.111966000299,1582.147619047619,-0.056444913304115954
JSLBB,2024-11-25,30,-8.163404592832033e-19,1582.147619047619,1585.2270260557523,1621.1591495096106,,
KBL,2024-11-21,56,5.595882180570345e-19,221.68372093023257,221.6632248145173,221.52294084595025,220.3030042918455,-0.006228317679770471
KBL,2024-11-25,110,-6.838813703370105e-19,220.3030042918455,220.3438826931445,220.5497975177754,,
KBSH,2024-11-21,14,-2.7755575615628915e-18,2565.8888888888887,2563.006423739086,2561.3034086782864,2517.3142857142857,-0.01893090670642303
KBSH,2024-11-25,13,-4.625929269271485e-18,2517.3142857142857,2519.968788632246,2519.667850148865,,
KDBY,2024-11-21,3,0.0,9.522,9.510567106933527,9.510567106933527,9.446666666666667,-0.007911503185605233
KDBY,2024-11-25,5,0.0,9.446666666666667,9.427,9.474257836324702,,
KDL,2024-11-21,17,-4.625929269271485e-18,1108.0470588235294,1109.0382297650256,1109.4912334564008,1086.6947368421054,-0.01927023027712816
KDL,2024-11-25,16,0.0,1086.6947368421054,1082.7728091840697,1081.0754008232818,,
KEF,2024-11-21,3,0.0,9.3,9.3,9.3,9.203333333333333,-0.010394265232975007
KEF,2024-11-25,3,-1.850371707708594e-17,9.203333333333333,9.31240441615311,9.417515992682691,,
KKHC,2024-11-21,17,-1.2616170734376778e-17,290.18095238095236,289.76776864069024,289.55577347305183,287.48055555555555,-0.009305906549826541
KKHC,2024-11-25,32,1.0408340855860842e-18,287.48055555555555,287.01696431174645,287.66301110220644,,
KMCDB,2024-11-21,13,-2.7755575615628915e-18,1130.9857142857143,1130.7265231331753,1130.2335878946044,1118.15,-0.01134913918326608
KMCDB,2024-11-25,18,-5.677276830469551e-18,1118.15,1120.1464271540613,1121.4763603862782,,
KPCL,2024-11-21,9,8.326672684688674e-18,529.4499999999999,529.4190344453915,529.3615014833632,529.3866666666667,-0.00011962099033577438
KPCL,2024-11-25,8,0.0,529.3866666666667,528.8550038019467,529.4812077581707,,
KRBL,2024-11-21,96,1.3344026738283132e-19,814.9444866920151,814.817202503489,814.7219541572055,840.0461267605634,0.030801656405382627
KRBL,2024-11-25,136,-7.182839392716467e-19,840.0461267605634,839.9444855678483,811.3594587371275,,
KSBBL,2024-11-21,13,4.625929269271485e-18,470.5142857142857,470.21661903280193,470.1327868983735,462.13958333333335,-0.017799039551453212
KSBBL,2024-11-25,30,-2.0016040107424695e-18,462.13958333333335,462.1818546283561,462.41542002994277,,
KSY,2024-11-25,3,0.0,9.47,9.439407407407408,9.467320512820512,,
LBBL,2024-11-21,13,-8.673617379884035e-19,505.9071428571429,505.7610255242648,505.60199498137644,492.4984375,-0.026504281559292398
LBBL,2024-11-25,52,0.0,492.4984375,492.8016797420236,497.6924118299203,,
LEC,2024-11-21,36,-2.4781763942525816e-18,225.2054545454545,225.09988614724222,224.34217096855414,219.1139240506329,-0.0270487697871994
LEC,2024-11-25,62,-7.195159871949257e-19,219.1139240506329,219.1437516579238,221.0107927328372,,
LICN,2024-11-21,29,-2.2551405187698493e-18,1200.9162790697674,1200.8834357202454,1202.9072342045915,1178.3833333333334,-0.01876312789588297
LICN,2024-11-25,42,3.96508223080413e-18,1178.3833333333334,1178.2292619503305,1192.4163411339732,,
LLBS,2024-11-21,14,5.337610695313253e-19,1144.3625,1147.617190087001,1151.9660608735774,,
LSL,2024-11-21,28,0.0,253.156,253.24351805604454,253.3442696746892,250.50909090909093,-0.010455644309868527
LSL,2024-11-25,38,-1.1102230246251566e-18,250.50909090909093,250.40293369085967,250.9360112268214,,
LUK,2024-11-21,1,0.0,9.81,9.81,9.81,9.84,0.0030581039755351027
LUK,2024-11-25,9,0.0,9.84,9.834518266717673,9.833614807234277,,
LVF2,2024-11-25,3,-6.938893903907228e-18,9.33,9.32517094017094,9.323788177339901,,
MAKAR,2024-11-21,36,8.673617379884035e-19,675.2853658536585,675.1318241730938,675.7978078884934,662.3608695652174,-0.019139310492983466
MAKAR,2024-11-25,56,-1.1399611413561875e-18,662.3608695652174,662.3589834612574,661.9337014344384,,
MANDU,2024-11-21,22,-1.5419764230904951e-18,1021.7235294117646,1021.8003352531497,1021.2441920421929,987.6808510638298,-0.03331887479143617
MANDU,2024-11-25,30,-3.0169103930031427e-19,987.6808510638298,986.4525142099486,989.6710752446269,,
MATRI,2024-11-21,6,0.0,1389.9714285714285,1391.0229605175405,1391.1681499975878,1369.0857142857144,-0.015026002589981182
MATRI,2024-11-25,12,-4.764466213533522e-18,1369.0857142857144,1375.1804531868158,1381.4921037839615,,
MBJC,2024-11-21,162,2.5181469812566556e-19,378.6689453125,378.74775330807614,383.6379435219538,381.292380952381,0.006928045387286726
MBJC,2024-11-25,154,2.4781763942525814e-19,381.292380952381,381.2419545394268,387.38748009301924,,
MBL,2024-11-21,16,0.0,260.79285714285714,260.80839945258367,261.00338223944806,260.3232558139535,-0.001800667909575498
MBL,2024-11-25,42,3.854941057726238e-19,260.3232558139535,260.30559161955426,260.874694516904,,
MCHL,2024-11-21,32,0.0,623.536,622.8234258179793,621.6287729688804,593.1277777777777,-0.04876738828587637
MCHL,2024-11-25,42,-1.4456028966473392e-19,593.1277777777777,593.5167510099128,610.2492269916934,,
MDB,2024-11-21,47,0.0,710.9903846153846,710.7433848704857,709.8470411300157,687.4826446280991,-0.03306337257992903
MDB,2024-11-25,64,-7.709882115452476e-19,687.4826446280991,688.2105439822169,693.4037736707387,,
MEHL,2024-11-21,62,4.476705744456276e-19,429.1784946236559,428.93314776307477,429.03409051195365,423.6589743589744,-0.012860663648866144
MEHL,2024-11-25,44,-1.2143064331837649e-18,423.6589743589744,423.4767104961151,426.3252500805108,,
MEL,2024-11-21,42,3.854941057726238e-19,306.96119402985073,306.9564465928976,307.22134883847315,312.6115577889447,0.01840742044593592
MEL,2024-11-25,54,7.070883733601116e-21,312.6115577889447,312.69033888906944,305.10117464537024,,
MEN,2024-11-21,26,0.0,728.5304347826087,728.7423151828815,729.3071912150873,726.8450819672132,-0.002313359517915553
MEN,2024-11-25,54,-3.662845177315893e-20,726.8450819672132,727.2488261084403,736.2731628286064,,
MERO,2024-11-21,16,0.0,778.0571428571428,777.5147906407581,777.1351588985573,760.3571428571429,-0.022748971797884755
MERO,2024-11-25,12,6.1679056923619804e-18,760.3571428571429,761.4898786952823,767.8666920318038,,
MFIL,2024-11-21,68,-9.912705577010326e-20,755.6034482758621,755.5122776877905,752.3196980980268,778.4220183486239,0.03019913438038065
MFIL,2024-11-25,74,-1.192622389734055e-19,778.4220183486239,778.0042757249936,755.405684457182,,
MFLD85,2024-11-25,3,0.0,1086.0,1086.0,1086.0,,
MHCL,2024-11-21,34,3.0169103930031427e-19,438.38333333333327,438.30988360124104,437.3467027443753,429.4894736842105,-0.02028785989991125
MHCL,2024-11-25,44,-8.673617379884035e-19,429.4894736842105,429.72536593617576,433.41632883317027,,
MHL,2024-11-21,13,0.0,771.3789473684211,771.2320839540857,770.6387030533222,776.4599999999999,0.00658697343103925
MHL,2024-11-25,16,-1.261617073437678e-18,776.4599999999999,776.3431628349867,771.8629566114257,,
MHNL,2024-11-21,42,2.3129646346357427e-18,270.997619047619,270.81969393725393,271.2805242247224,271.8666666666667,0.003206845957177734
MHNL,2024-11-25,16,0.0,271.8666666666667,271.68417619900237,270.680484270002,,
MKCL,2024-11-21,44,1.6012832085939759e-18,1610.5935483870967,1610.1227272266212,1605.0282961183157,1649.125,0.023923758822634065
MKCL,2024-11-25,48,1.224510688924805e-18,1649.125,1648.2386817477536,1617.8576362435085,,
MKHC,2024-11-21,20,0.0,410.7206896551724,410.74414972964905,410.92445901329995,415.0635294117647,0.010573705844325503
MKHC,2024-11-25,36,8.673617379884035e-19,415.0635294117647,414.7863223196901,413.308888209423,,
MKHL,2024-11-21,28,4.525365589504714e-19,579.06,579.5135446380932,577.3820503264999,591.0287878787879,0.02066933975544487
MKHL,2024-11-25,32,2.220446049250313e-18,591.0287878787879,590.5592848838147,576.9523368076653,,
MKJC,2024-11-21,36,-3.17516350513612e-19,529.3421052631579,529.0911167965098,527.1149229030946,521.9819047619047,-0.013904430477137518
MKJC,2024-11-25,48,-1.261617073437678e-18,521.9819047619047,521.8982033297206,526.190757662544,,
MLBBL,2024-11-21,50,1.1963610179150394e-19,1885.744927536232,1884.7759843920178,1878.5935983601355,1792.178260869565,-0.04961788060536575
MLBBL,2024-11-25,40,2.7755575615628915e-18,1792.178260869565,1792.4926623309082,1870.0729392794817,,
MLBL,2024-11-21,60,-9.251858538542971e-19,419.7659574468085,419.52283619655697,418.26017312197615,411.8694117647059,-0.018811781999027968
MLBL,2024-11-25,52,2.0145175850053245e-18,411.8694117647059,412.18254282549606,415.21149388000197,,
MLBS,2024-11-21,15,-5.551115123125783e-18,2235.3,2233.130854714198,2231.0452622476214,2215.941304347826,-0.00866044631690332
MLBS,2024-11-25,17,-1.982541115402065e-18,2215.941304347826,2216.7784199066023,2180.0303486012845,,
MLBSL,2024-11-21,44,4.336808689942018e-19,2473.0545454545454,2473.502929315146,2479.4359376671678,2320.625806451613,-0.0616358176503205
MLBSL,2024-11-25,28,-2.0408511482080084e-18,2320.625806451613,2328.228050628068,2390.4081779255184,,
MMF1,2024-11-21,3,0.0,8.94,8.94,8.94,8.925,-0.0016778523489931535
MMF1,2024-11-25,9,-7.806255641895632e-18,8.925,8.92595007102031,8.942781781523376,,
MMKJL,2024-11-21,32,0.0,662.1215686274509,662.3995452705011,663.3614397006957,659.3008771929825,-0.004260080879581568
MMKJL,2024-11-25,62,1.0703021446331262e-18,659.3008771929825,659.370999011127,653.0913301158151,,
MNBBL,2024-11-21,20,3.469446951953614e-18,405.71250000000003,405.75975667652756,405.5548425304323,400.17605633802816,-0.013646224018170188
MNBBL,2024-11-25,30,-6.033820786006285e-19,400.17605633802816,400.3460267743085,400.4920739989234,,
MPFL,2024-11-21,36,-2.3129646346357427e-18,798.3803921568627,798.2054237108676,797.8538438427946,798.0525641025641,-0.00041061636472930355
MPFL,2024-11-25,52,-3.154042683594195e-19,798.0525641025641,797.860640417192,791.1477245323947,,
MSHL,2024-11-21,24,2.1912296538654404e-18,993.9319148936171,994.4820488859875,998.562687624976,975.9818181818181,-0.01805968441381646
MSHL,2024-11-25,9,0.0,975.9818181818181,976.0250806364178,988.569352256197,,
MSLB,2024-11-21,11,-6.938893903907228e-18,1711.1799999999998,1710.9571675686705,1711.3392096050695,1702.388888888889,-0.005137455505037999
MSLB,2024-11-25,14,2.523234146875356e-18,1702.388888888889,1704.2435624997588,1730.4958408247228,,
NABBC,2024-11-21,16,0.0,1040.1916666666666,1041.3288869962726,1044.0831597861675,991.2615384615384,-0.04703953105289397
NABBC,2024-11-25,38,0.0,991.2615384615384,989.9612817964232,993.5288376123891,,
NABIL,2024-11-21,54,3.589083053745118e-19,554.3344827586208,554.2902073256909,554.2846929570645,546.6835390946502,-0.013802034515146859
NABIL,2024-11-25,128,-4.0032080214849397e-19,546.6835390946502,546.8819044262169,556.507340945458,,
NADEP,2024-11-21,11,6.938893903907228e-18,984.9727272727273,984.9242443058833,984.9487479720988,987.4615384615385,0.002526781828469889
